person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,age_group,loan_amnt_group,income_group,loan_to_income,loan_to_emp_length_ratio,int_rate_to loan_amnt_ratio
23,67000,RENT,3.0,EDUCATION,25000,7.9,1,0.37,N,4,18-30,very large,middle,0.373134328358209,0.00012,0.00031600000000000004
24,67000,RENT,2.0,VENTURE,25000,10.99,1,0.37,N,3,18-30,very large,middle,0.373134328358209,8e-05,0.0004396
24,68000,RENT,5.0,PERSONAL,25000,14.09,1,0.37,Y,3,18-30,very large,middle,0.36764705882352944,0.0002,0.0005636
25,69000,RENT,9.0,PERSONAL,25000,17.49,1,0.36,N,2,18-30,very large,middle,0.36231884057971014,0.00036,0.0006996
25,200000,MORTGAGE,0.0,EDUCATION,12000,11.48,0,0.06,N,3,18-30,large,high,0.06,0.0,0.0009566666666666668
26,188000,MORTGAGE,10.0,VENTURE,20000,17.74,1,0.11,N,2,18-30,very large,high-middle,0.10638297872340426,0.0005,0.0008869999999999999
26,200000,MORTGAGE,4.0,PERSONAL,3000,13.92,0,0.01,N,3,18-30,small,high,0.015,0.0013333333333333333,0.00464
25,69996,RENT,9.0,EDUCATION,25000,15.21,1,0.36,N,3,18-30,very large,middle,0.35716326647236984,0.00036,0.0006084
22,14400,OWN,2.0,MEDICAL,4000,10.99,1,0.28,N,3,18-30,small,low,0.2777777777777778,0.0005,0.0027475
24,70000,RENT,3.0,EDUCATION,25000,11.86,1,0.36,N,4,18-30,very large,middle,0.35714285714285715,0.00012,0.0004744
24,14400,OWN,5.0,PERSONAL,6000,7.49,1,0.42,N,3,18-30,medium,low,0.4166666666666667,0.0008333333333333334,0.0012483333333333333
24,56100,RENT,7.0,MEDICAL,25000,16.49,1,0.38,N,4,18-30,very large,middle,0.44563279857397503,0.00028,0.0006596
25,66000,RENT,9.0,VENTURE,25000,15.33,1,0.38,Y,2,18-30,very large,middle,0.3787878787878788,0.00036,0.0006132
26,66000,RENT,3.0,HOMEIMPROVEMENT,25000,11.58,1,0.38,N,4,18-30,very large,middle,0.3787878787878788,0.00012,0.0004632
25,14400,OWN,7.0,EDUCATION,5375,5.79,1,0.37,N,2,18-30,medium,low,0.3732638888888889,0.0013023255813953488,0.0010772093023255814
25,72612,RENT,9.0,MEDICAL,25000,13.11,1,0.34,N,2,18-30,very large,middle,0.3442957086982868,0.00036,0.0005244
23,74000,RENT,3.0,MEDICAL,25000,10.36,1,0.34,N,3,18-30,very large,middle,0.33783783783783783,0.00012,0.0004144
25,75000,RENT,9.0,DEBTCONSOLIDATION,25000,10.36,1,0.33,N,2,18-30,very large,middle,0.3333333333333333,0.00036,0.0004144
24,192000,RENT,0.0,MEDICAL,22000,10.99,0,0.11,Y,2,18-30,very large,high-middle,0.11458333333333333,0.0,0.0004995454545454546
25,191000,MORTGAGE,1.0,MEDICAL,10000,12.53,0,0.05,N,4,18-30,medium,high-middle,0.05235602094240838,0.0001,0.001253
26,190300,MORTGAGE,5.0,PERSONAL,15000,10.99,0,0.08,N,3,18-30,large,high-middle,0.0788229111928534,0.0003333333333333333,0.0007326666666666667
22,190000,MORTGAGE,3.0,VENTURE,10000,10.99,0,0.05,N,3,18-30,medium,high-middle,0.05263157894736842,0.0003,0.001099
24,75000,RENT,4.0,EDUCATION,25000,10.25,1,0.33,N,4,18-30,very large,middle,0.3333333333333333,0.00016,0.00041
22,71000,RENT,1.0,EDUCATION,25000,15.95,1,0.35,Y,4,18-30,very large,middle,0.352112676056338,4e-05,0.000638
26,190000,MORTGAGE,3.0,VENTURE,20000,12.18,0,0.11,N,4,18-30,very large,high-middle,0.10526315789473684,0.00015,0.000609
23,189996,OWN,0.0,PERSONAL,24000,11.83,0,0.13,N,3,18-30,very large,high-middle,0.12631844880944862,0.0,0.0004929166666666667
23,78000,RENT,7.0,DEBTCONSOLIDATION,25000,10.99,1,0.32,Y,2,18-30,very large,middle,0.32051282051282054,0.00028,0.0004396
23,78000,RENT,1.0,VENTURE,25000,10.62,1,0.32,N,3,18-30,very large,middle,0.32051282051282054,4e-05,0.00042479999999999997
23,78504,RENT,7.0,VENTURE,25000,10.74,1,0.32,N,3,18-30,very large,middle,0.3184551105676144,0.00028,0.00042960000000000003
25,186000,OWN,9.0,VENTURE,10000,10.25,0,0.05,N,4,18-30,medium,high-middle,0.053763440860215055,0.0009,0.001025
24,185000,MORTGAGE,4.0,EDUCATION,35000,12.42,0,0.19,N,2,18-30,very large,high-middle,0.1891891891891892,0.00011428571428571428,0.00035485714285714287
25,185000,RENT,6.0,VENTURE,15000,15.27,0,0.08,N,2,18-30,large,high-middle,0.08108108108108109,0.0004,0.001018
24,62050,RENT,8.0,MEDICAL,25000,15.33,1,0.34,Y,2,18-30,very large,middle,0.40290088638195004,0.00032,0.0006132
23,79416,RENT,7.0,VENTURE,25000,15.21,1,0.31,Y,2,18-30,very large,middle,0.3147980255867835,0.00028,0.0006084
21,14400,OWN,4.0,VENTURE,6250,14.72,1,0.43,N,2,18-30,medium,low,0.4340277777777778,0.00064,0.0023552
24,79631,RENT,8.0,PERSONAL,25000,15.7,1,0.31,Y,2,18-30,very large,middle,0.3139480855445744,0.00032,0.000628
24,79632,RENT,0.0,EDUCATION,25000,13.35,1,0.31,N,4,18-30,very large,middle,0.3139441430580671,0.0,0.000534
21,14400,MORTGAGE,0.0,MEDICAL,1500,10.99,0,0.1,N,4,18-30,small,low,0.10416666666666667,0.0,0.007326666666666667
24,80000,RENT,6.0,EDUCATION,25000,6.62,1,0.31,N,2,18-30,very large,middle,0.3125,0.00024,0.0002648
26,80000,RENT,5.0,DEBTCONSOLIDATION,25000,13.61,1,0.31,N,4,18-30,very large,middle,0.3125,0.0002,0.0005444
22,185000,RENT,4.0,MEDICAL,25000,11.36,0,0.14,N,2,18-30,very large,high-middle,0.13513513513513514,0.00016,0.0004544
26,185000,OWN,10.0,PERSONAL,5000,7.68,0,0.03,N,2,18-30,small,high-middle,0.02702702702702703,0.002,0.001536
24,184992,RENT,7.0,HOMEIMPROVEMENT,22000,14.46,0,0.12,Y,4,18-30,very large,high-middle,0.11892406158104134,0.0003181818181818182,0.0006572727272727273
23,184000,OWN,5.0,EDUCATION,2500,11.83,0,0.01,N,2,18-30,small,high-middle,0.01358695652173913,0.002,0.004732
24,172000,MORTGAGE,6.0,DEBTCONSOLIDATION,20000,13.47,1,0.12,Y,4,18-30,very large,high-middle,0.11627906976744186,0.0003,0.0006735
24,183000,MORTGAGE,2.0,MEDICAL,20000,11.49,0,0.11,N,3,18-30,very large,high-middle,0.1092896174863388,0.0001,0.0005745
22,183000,MORTGAGE,3.0,EDUCATION,1000,10.99,0,0.01,N,2,18-30,small,high-middle,0.00546448087431694,0.003,0.01099
25,182952,MORTGAGE,9.0,PERSONAL,15000,6.03,0,0.08,N,3,18-30,large,high-middle,0.08198871835235472,0.0006,0.000402
23,74004,RENT,7.0,DEBTCONSOLIDATION,25000,16.35,1,0.34,N,4,18-30,very large,middle,0.33781957732014484,0.00028,0.0006540000000000001
26,74004,RENT,10.0,DEBTCONSOLIDATION,25000,10.99,1,0.34,Y,4,18-30,very large,middle,0.33781957732014484,0.0004,0.0004396
25,81000,RENT,5.0,DEBTCONSOLIDATION,25000,7.29,1,0.31,N,3,18-30,very large,middle,0.30864197530864196,0.0002,0.0002916
23,81600,RENT,1.0,MEDICAL,25000,11.36,1,0.31,N,3,18-30,very large,middle,0.30637254901960786,4e-05,0.0004544
24,82000,RENT,8.0,VENTURE,25000,10.25,0,0.3,N,2,18-30,very large,middle,0.3048780487804878,0.00032,0.00041
24,83000,RENT,5.0,EDUCATION,25000,11.12,0,0.3,N,3,18-30,very large,middle,0.30120481927710846,0.0002,0.00044479999999999997
24,83000,RENT,5.0,PERSONAL,25000,12.92,0,0.3,Y,3,18-30,very large,middle,0.30120481927710846,0.0002,0.0005168
24,180000,RENT,8.0,EDUCATION,18000,18.64,0,0.1,Y,4,18-30,very large,high-middle,0.1,0.00044444444444444447,0.0010355555555555556
23,180000,MORTGAGE,8.0,PERSONAL,28000,7.51,0,0.16,N,3,18-30,very large,high-middle,0.15555555555555556,0.00028571428571428574,0.0002682142857142857
23,14400,OWN,2.0,HOMEIMPROVEMENT,4000,16.7,1,0.28,N,2,18-30,small,low,0.2777777777777778,0.0005,0.004175
22,14400,OWN,0.0,PERSONAL,2100,11.14,0,0.15,N,4,18-30,small,low,0.14583333333333334,0.0,0.005304761904761905
22,84500,RENT,6.0,PERSONAL,25000,18.3,0,0.3,N,4,18-30,very large,middle,0.2958579881656805,0.00024,0.000732
24,85000,RENT,5.0,MEDICAL,25000,10.62,0,0.29,N,4,18-30,very large,middle,0.29411764705882354,0.0002,0.00042479999999999997
24,180000,MORTGAGE,7.0,VENTURE,14000,11.99,0,0.08,N,2,18-30,large,high-middle,0.07777777777777778,0.0005,0.0008564285714285715
26,180000,MORTGAGE,2.0,VENTURE,12000,9.63,0,0.07,N,4,18-30,large,high-middle,0.06666666666666667,0.00016666666666666666,0.0008025
25,142800,MORTGAGE,9.0,MEDICAL,10000,18.25,1,0.06,N,4,18-30,medium,high-middle,0.0700280112044818,0.0009,0.001825
23,14664,MORTGAGE,0.0,DEBTCONSOLIDATION,6000,10.99,1,0.41,N,4,18-30,medium,low,0.40916530278232405,0.0,0.0018316666666666668
24,87000,RENT,8.0,HOMEIMPROVEMENT,25000,14.84,0,0.29,N,3,18-30,very large,middle,0.28735632183908044,0.00032,0.0005936
24,75000,RENT,0.0,VENTURE,25000,14.7,1,0.33,Y,3,18-30,very large,middle,0.3333333333333333,0.0,0.000588
23,76000,RENT,7.0,DEBTCONSOLIDATION,25000,16.02,1,0.33,N,4,18-30,very large,middle,0.32894736842105265,0.00028,0.0006408
23,66215,RENT,1.0,MEDICAL,25000,15.37,1,0.32,Y,2,18-30,very large,middle,0.37755795514611495,4e-05,0.0006148
25,90000,RENT,9.0,MEDICAL,25000,10.99,0,0.28,N,4,18-30,very large,middle,0.2777777777777778,0.00036,0.0004396
21,15000,OWN,0.0,HOMEIMPROVEMENT,6200,7.9,1,0.41,N,2,18-30,medium,low,0.41333333333333333,0.0,0.0012741935483870969
26,180000,OWN,2.0,PERSONAL,25000,10.99,0,0.14,N,4,18-30,very large,high-middle,0.1388888888888889,8e-05,0.0004396
24,180000,OWN,8.0,EDUCATION,21000,11.48,0,0.12,N,3,18-30,very large,high-middle,0.11666666666666667,0.00038095238095238096,0.0005466666666666667
25,180000,OWN,9.0,MEDICAL,20000,14.26,0,0.11,Y,4,18-30,very large,high-middle,0.1111111111111111,0.00045,0.000713
26,180000,OWN,0.0,HOMEIMPROVEMENT,10000,8.0,0,0.06,N,4,18-30,medium,high-middle,0.05555555555555555,0.0,0.0008
25,180000,MORTGAGE,3.0,VENTURE,9950,11.26,0,0.06,N,2,18-30,medium,high-middle,0.05527777777777778,0.00030150753768844223,0.0011316582914572865
23,15000,OWN,7.0,MEDICAL,4475,10.99,1,0.3,N,4,18-30,small,low,0.29833333333333334,0.0015642458100558658,0.0024558659217877097
23,78000,RENT,2.0,VENTURE,25000,16.32,1,0.32,Y,3,18-30,very large,middle,0.32051282051282054,8e-05,0.0006528
25,66300,RENT,3.0,MEDICAL,25000,17.93,1,0.32,Y,4,18-30,very large,middle,0.3770739064856712,0.00012,0.0007172
23,90000,RENT,0.0,DEBTCONSOLIDATION,25000,11.36,0,0.28,N,3,18-30,very large,middle,0.2777777777777778,0.0,0.0004544
24,79000,RENT,9.0,DEBTCONSOLIDATION,25000,14.96,1,0.32,Y,4,18-30,very large,middle,0.31645569620253167,0.00036,0.0005984
24,91800,RENT,4.0,PERSONAL,25000,13.43,0,0.27,Y,3,18-30,very large,middle,0.27233115468409586,0.00016,0.0005371999999999999
25,92000,RENT,6.0,HOMEIMPROVEMENT,25000,12.69,0,0.27,N,3,18-30,very large,middle,0.2717391304347826,0.00024,0.0005076
24,92000,RENT,1.0,VENTURE,25000,12.73,0,0.27,Y,4,18-30,very large,middle,0.2717391304347826,4e-05,0.0005092
23,93600,RENT,3.0,VENTURE,25000,15.21,0,0.27,N,4,18-30,very large,middle,0.2670940170940171,0.00012,0.0006084
23,15000,MORTGAGE,1.0,MEDICAL,1750,12.68,0,0.12,Y,3,18-30,small,low,0.11666666666666667,0.0005714285714285715,0.007245714285714286
23,70550,RENT,3.0,MEDICAL,25000,19.04,1,0.3,Y,4,18-30,very large,middle,0.3543586109142452,0.00012,0.0007616
25,83800,RENT,2.0,DEBTCONSOLIDATION,25000,15.95,1,0.3,Y,3,18-30,very large,middle,0.29832935560859186,8e-05,0.000638
26,175000,MORTGAGE,3.0,VENTURE,2600,8.9,0,0.01,N,4,18-30,small,high-middle,0.014857142857142857,0.001153846153846154,0.003423076923076923
25,175000,MORTGAGE,10.0,HOMEIMPROVEMENT,8000,7.9,0,0.05,N,2,18-30,medium,high-middle,0.045714285714285714,0.00125,0.0009875
22,175000,MORTGAGE,6.0,EDUCATION,18000,10.99,0,0.1,N,2,18-30,very large,high-middle,0.10285714285714286,0.0003333333333333333,0.0006105555555555556
23,175000,MORTGAGE,8.0,PERSONAL,21000,11.99,0,0.12,N,3,18-30,very large,high-middle,0.12,0.00038095238095238096,0.000570952380952381
23,15000,OWN,4.0,DEBTCONSOLIDATION,4000,13.98,1,0.27,N,4,18-30,small,low,0.26666666666666666,0.001,0.0034950000000000003
23,15000,OWN,4.0,VENTURE,4600,10.99,1,0.31,N,2,18-30,small,low,0.30666666666666664,0.0008695652173913044,0.002389130434782609
22,88000,RENT,6.0,DEBTCONSOLIDATION,25000,15.58,1,0.28,Y,2,18-30,very large,middle,0.2840909090909091,0.00024,0.0006232
25,74800,RENT,2.0,MEDICAL,25000,10.99,1,0.28,N,2,18-30,very large,middle,0.3342245989304813,8e-05,0.0004396
25,88000,RENT,0.0,VENTURE,25000,14.96,1,0.28,N,4,18-30,very large,middle,0.2840909090909091,0.0,0.0005984
25,15000,OWN,2.0,HOMEIMPROVEMENT,1750,15.31,0,0.12,Y,4,18-30,small,low,0.11666666666666667,0.001142857142857143,0.008748571428571428
26,88000,RENT,2.0,VENTURE,25000,15.65,1,0.28,N,3,18-30,very large,middle,0.2840909090909091,8e-05,0.000626
25,100000,RENT,1.0,VENTURE,25000,9.33,0,0.25,N,4,18-30,very large,high-middle,0.25,4e-05,0.0003732
23,15000,MORTGAGE,0.0,PERSONAL,3600,13.47,1,0.24,N,4,18-30,small,low,0.24,0.0,0.003741666666666667
24,102400,RENT,8.0,PERSONAL,25000,10.36,0,0.24,N,3,18-30,very large,high-middle,0.244140625,0.00032,0.0004144
24,92000,RENT,1.0,HOMEIMPROVEMENT,25000,16.77,1,0.27,Y,4,18-30,very large,middle,0.2717391304347826,4e-05,0.0006707999999999999
23,93000,RENT,0.0,DEBTCONSOLIDATION,25000,14.59,1,0.27,Y,2,18-30,very large,middle,0.26881720430107525,0.0,0.0005836
22,175000,RENT,6.0,VENTURE,3500,11.91,0,0.02,Y,2,18-30,small,high-middle,0.02,0.0017142857142857142,0.003402857142857143
23,175000,MORTGAGE,3.0,EDUCATION,7200,8.38,0,0.04,N,3,18-30,medium,high-middle,0.04114285714285714,0.0004166666666666667,0.001163888888888889
25,174708,RENT,9.0,VENTURE,9000,10.59,0,0.05,N,3,18-30,medium,high-middle,0.051514527096641255,0.001,0.0011766666666666666
25,174000,MORTGAGE,2.0,DEBTCONSOLIDATION,8800,14.27,0,0.05,N,3,18-30,medium,high-middle,0.05057471264367816,0.00022727272727272727,0.0016215909090909091
26,174000,RENT,8.0,DEBTCONSOLIDATION,12000,12.53,0,0.07,N,4,18-30,large,high-middle,0.06896551724137931,0.0006666666666666666,0.0010441666666666666
25,162000,MORTGAGE,5.0,DEBTCONSOLIDATION,25000,16.0,1,0.15,Y,3,18-30,very large,high-middle,0.15432098765432098,0.0002,0.00064
26,173467,MORTGAGE,10.0,VENTURE,10000,11.71,0,0.06,N,4,18-30,medium,high-middle,0.05764785232926147,0.001,0.0011710000000000002
21,15000,OWN,0.0,HOMEIMPROVEMENT,3175,11.54,1,0.21,Y,3,18-30,small,low,0.21166666666666667,0.0,0.003634645669291338
25,96000,RENT,2.0,HOMEIMPROVEMENT,25000,15.68,1,0.26,Y,4,18-30,very large,middle,0.2604166666666667,8e-05,0.0006272
21,15120,MORTGAGE,0.0,EDUCATION,1500,10.59,0,0.1,N,2,18-30,small,low,0.0992063492063492,0.0,0.00706
24,97908,RENT,8.0,HOMEIMPROVEMENT,25000,12.61,1,0.26,Y,2,18-30,very large,middle,0.25534174939739346,0.00032,0.0005044
26,110000,RENT,3.0,PERSONAL,25000,10.99,0,0.23,Y,2,18-30,very large,high-middle,0.22727272727272727,0.00012,0.0004396
23,15204,MORTGAGE,7.0,PERSONAL,2800,8.49,1,0.18,N,3,18-30,small,low,0.1841620626151013,0.0025,0.0030321428571428574
25,159600,RENT,0.0,PERSONAL,30000,17.27,1,0.19,Y,4,18-30,very large,high-middle,0.18796992481203006,0.0,0.0005756666666666666
24,171500,RENT,6.0,DEBTCONSOLIDATION,18000,8.9,0,0.1,N,4,18-30,very large,high-middle,0.10495626822157435,0.0003333333333333333,0.0004944444444444445
25,170004,MORTGAGE,3.0,MEDICAL,10000,11.11,0,0.06,N,4,18-30,medium,high-middle,0.05882214536128562,0.0003,0.001111
24,158004,RENT,0.0,HOMEIMPROVEMENT,25000,14.59,1,0.16,Y,2,18-30,very large,high-middle,0.15822384243436874,0.0,0.0005836
26,170000,RENT,0.0,VENTURE,13000,12.42,0,0.08,N,3,18-30,large,high-middle,0.07647058823529412,0.0,0.0009553846153846154
24,83300,RENT,0.0,MEDICAL,25000,10.99,1,0.26,N,2,18-30,very large,middle,0.30012004801920766,0.0,0.0004396
24,110000,RENT,7.0,HOMEIMPROVEMENT,25000,15.7,0,0.23,Y,2,18-30,very large,high-middle,0.22727272727272727,0.00028,0.000628
22,15360,OWN,7.0,HOMEIMPROVEMENT,2500,12.53,1,0.16,N,3,18-30,small,low,0.16276041666666666,0.0028,0.005012
25,134300,RENT,3.0,MEDICAL,5000,16.49,1,0.03,N,2,18-30,small,high-middle,0.03723008190618019,0.0006,0.0032979999999999997
25,170000,MORTGAGE,2.0,EDUCATION,20000,7.49,0,0.12,N,2,18-30,very large,high-middle,0.11764705882352941,0.0001,0.0003745
22,100580,RENT,6.0,DEBTCONSOLIDATION,25000,14.96,1,0.25,Y,2,18-30,very large,high-middle,0.24855836150328098,0.00024,0.0005984
25,113000,RENT,7.0,MEDICAL,25000,12.73,0,0.22,Y,4,18-30,very large,high-middle,0.22123893805309736,0.00028,0.0005092
24,120000,RENT,8.0,EDUCATION,25000,10.65,0,0.21,N,4,18-30,very large,high-middle,0.20833333333333334,0.00032,0.000426
25,120000,RENT,6.0,MEDICAL,25000,10.74,0,0.21,N,2,18-30,very large,high-middle,0.20833333333333334,0.00024,0.00042960000000000003
23,120000,RENT,7.0,EDUCATION,25000,9.99,0,0.21,N,2,18-30,very large,high-middle,0.20833333333333334,0.00028,0.0003996
24,91800,RENT,5.0,MEDICAL,25000,15.33,1,0.23,Y,2,18-30,very large,middle,0.27233115468409586,0.0002,0.0006132
21,15600,OWN,5.0,VENTURE,1000,7.29,0,0.06,N,4,18-30,small,low,0.0641025641025641,0.005,0.00729
26,108000,RENT,2.0,PERSONAL,25000,15.05,1,0.23,N,3,18-30,very large,high-middle,0.23148148148148148,8e-05,0.000602
26,129996,RENT,6.0,PERSONAL,25000,10.75,0,0.19,N,3,18-30,very large,high-middle,0.19231360964952768,0.00024,0.00043
23,130000,RENT,4.0,EDUCATION,25000,16.02,0,0.19,Y,2,18-30,very large,high-middle,0.19230769230769232,0.00016,0.0006408
23,130000,RENT,7.0,VENTURE,25000,11.49,0,0.19,N,4,18-30,very large,high-middle,0.19230769230769232,0.00028,0.0004596
25,170000,OWN,4.0,EDUCATION,20000,12.53,0,0.12,N,4,18-30,very large,high-middle,0.11764705882352941,0.0002,0.0006265
26,170000,MORTGAGE,0.0,VENTURE,12000,13.57,0,0.07,Y,2,18-30,large,high-middle,0.07058823529411765,0.0,0.0011308333333333333
22,169000,RENT,1.0,PERSONAL,14000,11.14,0,0.08,N,3,18-30,large,high-middle,0.08284023668639054,7.142857142857143e-05,0.0007957142857142858
26,168750,RENT,10.0,MEDICAL,24250,12.87,0,0.14,Y,3,18-30,very large,high-middle,0.1437037037037037,0.0004123711340206186,0.0005307216494845361
23,168600,RENT,3.0,EDUCATION,20000,11.58,0,0.12,N,3,18-30,very large,high-middle,0.11862396204033215,0.00015,0.000579
24,168288,RENT,5.0,HOMEIMPROVEMENT,1800,11.12,0,0.01,N,3,18-30,small,high-middle,0.01069594980034227,0.002777777777777778,0.006177777777777778
25,168000,MORTGAGE,2.0,PERSONAL,35000,10.65,0,0.21,N,2,18-30,very large,high-middle,0.20833333333333334,5.714285714285714e-05,0.0003042857142857143
24,133300,RENT,6.0,DEBTCONSOLIDATION,25000,10.37,0,0.19,N,2,18-30,very large,high-middle,0.18754688672168043,0.00024,0.00041479999999999995
24,15600,OWN,5.0,HOMEIMPROVEMENT,3300,6.39,1,0.21,N,4,18-30,small,low,0.21153846153846154,0.0015151515151515152,0.0019363636363636362
24,134000,RENT,8.0,PERSONAL,25000,16.07,0,0.19,Y,3,18-30,very large,high-middle,0.1865671641791045,0.00032,0.0006428
25,134000,RENT,7.0,MEDICAL,25000,10.62,0,0.19,N,2,18-30,very large,high-middle,0.1865671641791045,0.00028,0.00042479999999999997
25,15600,OWN,0.0,VENTURE,3200,18.09,1,0.21,N,2,18-30,small,low,0.20512820512820512,0.0,0.005653125
25,135000,RENT,5.0,EDUCATION,25000,11.36,0,0.19,N,4,18-30,very large,high-middle,0.18518518518518517,0.0002,0.0004544
26,135660,RENT,10.0,DEBTCONSOLIDATION,25000,12.53,0,0.18,N,4,18-30,very large,high-middle,0.1842842400117942,0.0004,0.0005011999999999999
25,145000,RENT,0.0,EDUCATION,25000,9.99,0,0.17,N,4,18-30,very large,high-middle,0.1724137931034483,0.0,0.0003996
23,150000,RENT,4.0,EDUCATION,25000,10.36,0,0.17,N,3,18-30,very large,high-middle,0.16666666666666666,0.00016,0.0004144
23,165000,MORTGAGE,3.0,EDUCATION,9600,5.99,0,0.06,N,3,18-30,medium,high-middle,0.05818181818181818,0.0003125,0.0006239583333333334
22,153000,MORTGAGE,5.0,DEBTCONSOLIDATION,24000,15.62,1,0.16,Y,2,18-30,very large,high-middle,0.1568627450980392,0.00020833333333333335,0.0006508333333333333
24,165000,MORTGAGE,5.0,PERSONAL,20000,10.37,0,0.12,N,4,18-30,very large,high-middle,0.12121212121212122,0.00025,0.0005185
25,165000,MORTGAGE,0.0,HOMEIMPROVEMENT,25000,19.74,0,0.15,N,4,18-30,very large,high-middle,0.15151515151515152,0.0,0.0007895999999999999
21,165000,MORTGAGE,5.0,EDUCATION,20000,6.91,0,0.12,N,4,18-30,very large,high-middle,0.12121212121212122,0.00025,0.0003455
23,16000,OWN,7.0,MEDICAL,6000,7.9,1,0.38,N,2,18-30,medium,low,0.375,0.0011666666666666668,0.0013166666666666667
23,16000,MORTGAGE,3.0,DEBTCONSOLIDATION,2275,13.06,0,0.14,Y,4,18-30,small,low,0.1421875,0.0013186813186813187,0.0057406593406593405
23,16000,OWN,7.0,PERSONAL,2000,6.39,0,0.13,N,3,18-30,small,low,0.125,0.0035,0.003195
23,148000,RENT,1.0,DEBTCONSOLIDATION,25000,14.93,1,0.17,N,3,18-30,very large,high-middle,0.16891891891891891,4e-05,0.0005972
23,16000,MORTGAGE,1.0,MEDICAL,5600,12.84,1,0.35,N,4,18-30,medium,low,0.35,0.00017857142857142857,0.002292857142857143
24,16020,OWN,3.0,VENTURE,3625,17.14,1,0.23,Y,2,18-30,small,low,0.2262796504369538,0.0008275862068965517,0.004728275862068965
22,16094,MORTGAGE,2.0,VENTURE,5500,7.14,1,0.34,N,3,18-30,medium,low,0.3417422641978377,0.0003636363636363636,0.0012981818181818181
25,175000,RENT,2.0,PERSONAL,25000,8.9,0,0.14,N,2,18-30,very large,high-middle,0.14285714285714285,8e-05,0.00035600000000000003
22,16200,OWN,6.0,PERSONAL,2000,12.42,0,0.12,N,3,18-30,small,low,0.12345679012345678,0.003,0.00621
24,185000,RENT,7.0,HOMEIMPROVEMENT,25000,12.68,0,0.14,Y,2,18-30,very large,high-middle,0.13513513513513514,0.00028,0.0005072
25,162000,RENT,9.0,PERSONAL,25000,11.03,0,0.15,N,2,18-30,very large,high-middle,0.15432098765432098,0.00036,0.0004412
26,161000,RENT,10.0,VENTURE,30000,7.9,0,0.19,N,4,18-30,very large,high-middle,0.18633540372670807,0.0003333333333333333,0.00026333333333333336
22,160000,MORTGAGE,0.0,MEDICAL,35000,10.65,0,0.22,N,4,18-30,very large,high-middle,0.21875,0.0,0.0003042857142857143
25,225000,RENT,5.0,VENTURE,25000,11.86,0,0.11,N,4,18-30,very large,high,0.1111111111111111,0.0002,0.0004744
25,16400,OWN,1.0,PERSONAL,5000,8.94,1,0.3,N,4,18-30,small,low,0.3048780487804878,0.0002,0.0017879999999999999
23,16500,OWN,6.0,VENTURE,4375,9.63,1,0.27,N,4,18-30,small,low,0.26515151515151514,0.0013714285714285714,0.0022011428571428572
25,49500,RENT,6.0,PERSONAL,24750,14.22,1,0.5,N,3,18-30,very large,low-middle,0.5,0.00024242424242424242,0.0005745454545454545
23,60000,RENT,4.0,DEBTCONSOLIDATION,24750,9.33,1,0.41,N,3,18-30,very large,middle,0.4125,0.00016161616161616162,0.00037696969696969696
24,84200,RENT,8.0,MEDICAL,24500,13.85,0,0.29,N,4,18-30,very large,middle,0.29097387173396677,0.00032653061224489796,0.0005653061224489796
22,16800,MORTGAGE,5.0,EDUCATION,2000,10.65,0,0.12,N,2,18-30,small,low,0.11904761904761904,0.0025,0.005325
24,92000,RENT,8.0,MEDICAL,24500,11.46,0,0.27,N,4,18-30,very large,middle,0.266304347826087,0.00032653061224489796,0.00046775510204081637
23,160000,MORTGAGE,5.0,PERSONAL,35000,7.66,0,0.22,N,2,18-30,very large,high-middle,0.21875,0.00014285714285714287,0.00021885714285714287
24,160000,MORTGAGE,9.0,VENTURE,12000,16.77,0,0.07,N,4,18-30,large,high-middle,0.075,0.00075,0.0013974999999999999
25,160000,MORTGAGE,1.0,PERSONAL,12000,9.63,0,0.07,N,4,18-30,large,high-middle,0.075,8.333333333333333e-05,0.0008025
